ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code
0x7cc1,BANGRES11DEL01,27.0,4.6,12.934365,77.616155,13.044365,77.726155,27-03-2022,20:10,20:15,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,BAN
0x3568,MYSRES08DEL03,20.0,4.9,12.297954,76.665169,12.357954,76.725169,11-03-2022,21:45,21:55,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,MYS
0xde91,KOCRES18DEL01,28.0,4.6,9.957144,76.296783,9.997144,76.336783,15-02-2022,13:55,14:10,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,20,KOC
0xb06a,CHENRES15DEL03,30.0,4.7,13.026286,80.275235,13.086286,80.335235,11-03-2022,21:30,21:45,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,37,CHE
0x4fc1,CHENRES19DEL03,35.0,4.3,12.986047,80.218114,13.016047,80.248114,01-04-2022,20:55,0.875,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33,CHE
0x1e4b,BANGRES04DEL03,28.0,4.9,12.98041,77.640489,13.01041,77.670489,19-03-2022,23:15,23:25,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,BAN
0x622b,HYDRES01DEL01,39.0,4.9,17.410371,78.437225,17.420371,78.447225,03-04-2022,08:35,08:45,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,HYD
0x43ae,MYSRES010DEL02,23.0,4.8,12.321214,76.621094,12.451214,76.751094,23-03-2022,23:20,23:25,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,MYS
0x1faa,COIMBRES12DEL01,23.0,4.1,11.000762,76.981876,11.040762,77.021876,21-03-2022,14:20,14:35,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,COI
0x27bd,BANGRES05DEL03,23.0,4.7,12.970324,77.645748,13.030324,77.705748,26-03-2022,18:35,18:45,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,BAN
0x64ce,HYDRES08DEL03,20.0,4.9,17.438263,78.397865,17.498263,78.457865,11-03-2022,20:45,20:50,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,HYD
0x917b,BANGRES010DEL03,29.0,4.9,12.933298,77.614293,12.963298,77.644293,24-03-2022,22:20,22:30,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,BAN
0x5975,BANGRES14DEL02,34.0,4.9,12.949934,77.699386,13.079934,77.829386,14-03-2022,22:10,22:15,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,BAN
0x4271,HYDRES04DEL02,30.0,4.6337736972250205,17.411028,78.329645,17.461028,78.379645,01-04-2022,18:45,18:50,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,HYD
0x1df6,COIMBRES05DEL02,33.0,4.0,11.022169,76.999594,11.152169,77.129594,04-04-2022,20:45,20:50,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,51,COI
0xa93b,CHENRES11DEL03,23.0,4.5,13.064181,80.236442,13.154181,80.326442,27-03-2022,23:45,23:55,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,27,CHE
0x6c79,COIMBRES02DEL02,33.0,4.1,11.022477,76.995667,11.042477,77.015667,05-03-2022,10:15,10:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,COI
0xde82,KOCRES11DEL03,35.0,4.9,10.006881,76.345397,10.096881,76.435397,12-02-2022,20:20,20:30,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,KOC
0x9f5d,BANGRES20DEL02,25.0,5.0,12.972161,77.596014,13.102161,77.726014,23-03-2022,21:10,21:20,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,BAN
0x63b3,BANGRES14DEL03,31.0,4.7,12.949934,77.699386,12.979934,77.729386,05-04-2022,19:10,19:20,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,BAN
0x9e08,MYSRES15DEL01,39.0,4.9,12.352058,76.60665,12.462058,76.71665,02-03-2022,20:45,0.875,Fog,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,42,MYS
0x7f4e,COIMBRES01DEL02,33.0,4.8,11.016298,76.972076,11.146298,77.102076,14-03-2022,23:55,24:05:00,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,COI
0x6388,MYSRES14DEL01,31.0,5.0,0.0,0.0,0.07,0.07,12-03-2022,22:45,0.958333333,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,35,MYS
0x3caf,MYSRES19DEL01,25.0,4.9,12.334022,76.618203,12.404022,76.688203,14-03-2022,20:50,20:55,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,37,MYS
0x3067,HYDRES17DEL02,33.0,4.6,17.451976,78.385883,17.531976,78.465883,18-03-2022,0.958333333,23:10,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,24,HYD
0x2302,BANGRES06DEL02,25.0,4.7,12.979096,77.640625,13.029096,77.690625,01-04-2022,0.791666667,19:10,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,BAN
0x7ff5,CHENRES01DEL03,36.0,4.8,13.005801,80.250744,13.095801,80.340744,20-03-2022,22:35,22:50,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,26,CHE
0x8ce3,HYDRES09DEL01,23.0,4.6,17.431668,78.408321,17.441668,78.418321,09-03-2022,08:25,08:35,Stormy,Low,1,Snack,motorcycle,0.0,,Metropolitian,11,HYD
0x49a6,MYSRES05DEL01,21.0,4.6,12.323978,76.627961,12.363978,76.667961,17-03-2022,15:15,15:30,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,MYS
0x81bd,HYDRES17DEL01,28.0,4.8,17.451976,78.385883,17.521976,78.455883,12-03-2022,0.958333333,23:10,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,HYD
0xb1bb,CHENRES04DEL02,24.0,4.8,13.02978,80.208812,13.15978,80.338812,27-03-2022,17:10,17:20,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,CHE
0xb2e4,COIMBRES17DEL02,24.0,4.6,11.026117,76.944652,11.076117,76.994652,15-03-2022,23:55,1,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10,COI
0x7078,COIMBRES12DEL01,29.0,4.8,11.000762,76.981876,11.040762,77.021876,11-03-2022,16:50,17:05,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,10,COI
0x4c23,MYSRES06DEL01,33.0,4.4,12.323994,76.626167,12.393994,76.696167,02-03-2022,19:15,19:30,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,MYS
0x5659,COIMBRES11DEL01,34.0,4.6,11.001753,76.986241,11.011753,76.996241,21-03-2022,11:55,0.5,Windy,High,1,Meal,scooter,0.0,No,Metropolitian,29,COI
0x8b8e,CHENRES15DEL02,31.0,4.2,13.026286,80.275235,13.106286,80.355235,02-03-2022,19:10,19:15,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,CHE
0x82f4,HYDRES02DEL02,24.0,4.1,17.41233,78.449654,17.54233,78.579654,04-03-2022,21:10,21:25,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,HYD
0xb4dc,BANGRES02DEL03,37.0,4.8,12.970221,77.645396,13.030221,77.705396,03-03-2022,19:15,19:20,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,BAN
0xa96a,MYSRES06DEL03,35.0,4.9,12.323994,76.626167,12.383994,76.686167,19-03-2022,19:30,19:35,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,MYS
0x8b92,CHENRES11DEL02,39.0,4.8,13.064181,80.236442,13.194181,80.366442,02-04-2022,19:20,19:25,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,CHE
0x3b93,HYDRES05DEL01,20.0,4.7,17.433809,78.386744,17.503809,78.456744,23-03-2022,22:30,22:35,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,HYD
0x3a9b,COIMBRES15DEL01,28.0,4.3,11.006686,76.951736,11.016686,76.961736,01-04-2022,09:45,09:50,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,COI
0x6d11,CHENRES19DEL01,27.0,4.8,12.986047,80.218114,13.026047,80.258114,03-03-2022,15:55,0.666666667,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,CHE
0x2a98,MYSRES11DEL01,29.0,4.6,12.323225,76.630028,12.433225,76.740028,10-03-2022,21:10,21:15,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,MYS
0xb648,MYSRES16DEL02,26.0,4.7,12.316967,76.603067,12.396967,76.683067,08-03-2022,20:20,20:25,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,MYS
0x1585,BANGRES03DEL01,34.0,4.7,12.979166,77.640709,13.019166,77.680709,01-03-2022,16:30,16:40,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,BAN
0xba3f,COIMBRES19DEL02,32.0,4.2,11.022298,76.998349,11.102298,77.078349,23-03-2022,17:25,17:35,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,COI
0xabdd,MYSRES09DEL02,25.0,4.7,12.323194,76.630583,12.403194,76.710583,20-03-2022,21:25,21:35,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,MYS
0x123c,COIMBRES12DEL02,26.0,4.5,11.000762,76.981876,11.130762,77.111876,25-03-2022,23:30,23:45,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,COI
0x61bb,CHENRES09DEL03,34.0,4.8,13.044694,80.26147,13.104694,80.32147,03-04-2022,0.916666667,22:05,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,CHE
0xa669,BANGRES19DEL02,28.0,4.8,12.914264,77.6784,12.964264,77.7284,30-03-2022,17:45,17:50,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,BAN
0x3d7b,HYDRES18DEL03,25.0,4.5,17.450851,78.379347,17.480851,78.409347,11-03-2022,20:25,20:30,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,HYD
0x39c6,COIMBRES09DEL01,21.0,4.7,11.008638,76.984311,11.048638,77.024311,03-04-2022,14:55,15:10,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,28,COI
0x3a70,MYSRES11DEL03,29.0,4.9,12.323225,76.630028,12.383225,76.690028,21-03-2022,23:40,23:55,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,MYS
0x756c,COIMBRES02DEL02,23.0,5.0,11.022477,76.995667,11.152477,77.125667,25-03-2022,17:30,17:35,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,COI
0x1d5d,BANGRES04DEL02,37.0,4.6,12.98041,77.640489,13.11041,77.770489,10-03-2022,22:30,22:45,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,BAN
0x22e2,HYDRES02DEL01,37.0,4.5,17.41233,78.449654,17.52233,78.559654,29-03-2022,20:35,20:45,Windy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,39,HYD
0x6218,CHENRES06DEL02,29.0,4.0,13.054347,80.257221,13.134347,80.337221,02-04-2022,17:35,17:50,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,34,CHE
0x9b59,HYDRES06DEL02,30.0,5.0,17.455894,78.375467,17.535894,78.455467,18-03-2022,23:50,24:05:00,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,43,HYD
0x9d8b,MYSRES09DEL01,21.0,4.8,12.323194,76.630583,12.363194,76.670583,01-04-2022,15:15,15:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,MYS
0x25e0,MYSRES02DEL03,39.0,3.8,12.304569,76.643622,12.394569,76.733622,02-03-2022,20:35,20:50,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,MYS
0x176e,BANGRES19DEL03,35.0,4.8,12.914264,77.6784,12.944264,77.7084,21-03-2022,18:25,18:40,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,BAN
0x3a85,HYDRES19DEL03,20.0,4.9,17.458998,78.500366,17.548998,78.590366,10-03-2022,17:25,17:40,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,HYD
0x7790,CHENRES15DEL01,26.0,4.6,13.026286,80.275235,13.096286,80.345235,25-03-2022,19:30,19:35,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,39,CHE
0x7c6d,CHENRES20DEL01,37.0,3.9,12.975996,80.221898,13.045996,80.291898,06-03-2022,21:55,22:10,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,CHE
0xb411,CHENRES11DEL02,30.0,3.9,13.064181,80.236442,13.194181,80.366442,06-03-2022,18:45,0.791666667,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,CHE
0x2d34,CHENRES06DEL01,38.0,4.2,13.054347,80.257221,13.124347,80.327221,18-03-2022,22:50,22:55,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,CHE
0x6c4e,COIMBRES12DEL01,37.0,4.8,11.000762,76.981876,11.010762,76.991876,24-03-2022,09:25,09:30,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,COI
0x7aa5,HYDRES20DEL02,25.0,4.6,17.483216,78.552111,17.533216,78.602111,03-03-2022,17:25,17:40,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,HYD
0x6f4f,COIMBRES04DEL01,30.0,4.5,11.024839,77.007003,11.134839,77.117003,10-03-2022,17:35,17:40,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,COI
0xaf44,MYSRES20DEL01,33.0,4.5,12.337978,76.616792,12.377978,76.656792,01-03-2022,14:10,14:20,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,27,MYS
0x2a35,HYDRES11DEL01,37.0,5.0,17.430448,78.418213,17.440448,78.428213,19-03-2022,11:55,12:05,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,HYD
0x7fe5,COIMBRES11DEL03,37.0,4.6,11.001753,76.986241,11.061753,77.046241,19-03-2022,23:55,1,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,COI
0x205e,BANGRES16DEL01,21.0,4.7,13.029198,77.570997,13.099198,77.640997,18-03-2022,17:15,17:20,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,BAN
0x41d8,COIMBRES18DEL02,38.0,4.8,11.02091,76.940432,11.07091,76.990432,05-03-2022,21:20,21:35,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,15,COI
0xbe0c,CHENRES11DEL01,25.0,4.6,13.064181,80.236442,13.134181,80.306442,06-04-2022,22:20,22:25,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,20,CHE
0x461c,HYDRES04DEL02,20.0,4.6,17.411028,78.329645,17.461028,78.379645,28-03-2022,20:50,21:05,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,16,HYD
0xa020,CHENRES06DEL02,26.0,4.7,13.054347,80.257221,13.104347,80.307221,30-03-2022,18:25,18:30,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,20,CHE
0xc197,KOCRES19DEL03,27.0,4.3,9.960846,76.293936,9.990846,76.323936,17-02-2022,20:10,20:25,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,KOC
0x5383,MYSRES12DEL03,38.0,4.5,12.284747,76.625861,12.344747,76.685861,09-03-2022,21:55,0.916666667,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,MYS
0x4781,MYSRES15DEL01,37.0,4.9,12.352058,76.60665,12.392058,76.64665,03-03-2022,14:35,14:45,Sunny,High,2,Snack,motorcycle,0.0,No,Metropolitian,23,MYS
0x11c8,HYDRES20DEL03,38.0,4.5,17.483216,78.552111,17.513216,78.582111,28-03-2022,18:50,19:05,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,HYD
0x6d43,HYDRES13DEL01,21.0,4.8,17.431477,78.40035,17.541477,78.51035,06-04-2022,18:25,18:30,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,HYD
0x7ca1,MYSRES17DEL01,30.0,4.9,12.326356,76.619103,12.366356,76.659103,17-03-2022,16:20,16:35,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,MYS
0xad22,HYDRES12DEL02,35.0,4.0,17.429585,78.392621,17.509585,78.472621,14-03-2022,17:20,17:30,Windy,Medium,0,Drinks,motorcycle,,No,Metropolitian,31,HYD
0x7066,HYDRES11DEL03,31.0,4.5,17.430448,78.418213,17.520448,78.508213,02-03-2022,21:40,21:45,Stormy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,44,HYD
0x8c84,BANGRES01DEL02,37.0,4.7,12.933284,77.615428,13.013284,77.695428,25-03-2022,22:20,22:25,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,BAN
0x292e,HYDRES18DEL02,31.0,5.0,17.450851,78.379347,17.580851,78.509347,12-03-2022,23:45,1,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,HYD
0x27dd,MYSRES08DEL01,36.0,4.9,12.297954,76.665169,12.407954,76.775169,02-03-2022,21:10,21:15,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,MYS
0x978a,MYSRES04DEL02,38.0,4.8,12.3085,76.665808,12.4385,76.795808,20-03-2022,21:40,21:55,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,MYS
0x1fca,COIMBRES19DEL01,23.0,4.6,11.022298,76.998349,11.062298,77.038349,21-03-2022,15:20,15:25,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,COI
0x28a6,HYDRES05DEL02,22.0,4.9,17.433809,78.386744,17.453809,78.406744,21-03-2022,08:10,08:20,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,HYD
0x1267,CHENRES07DEL02,23.0,4.6,13.081878,80.248519,13.101878,80.268519,03-03-2022,09:10,09:15,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,CHE
0x5128,BANGRES02DEL01,36.0,4.6,12.970221,77.645396,12.980221,77.655396,19-03-2022,11:15,11:25,Sandstorms,High,1,Drinks,motorcycle,0.0,No,Metropolitian,30,BAN
0x78bb,HYDRES20DEL01,22.0,4.2,17.483216,78.552111,17.553216,78.622111,10-03-2022,21:25,21:30,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,HYD
0x814c,MYSRES13DEL03,34.0,4.9,12.310972,76.659264,12.400972,76.749264,23-03-2022,19:15,19:25,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28,MYS
0x1b28,CHENRES06DEL02,22.0,4.9,13.054347,80.257221,13.184347,80.387221,12-03-2022,18:55,0.791666667,Windy,Medium,1,Meal,scooter,,No,Metropolitian,21,CHE
0x4e6e,MYSRES13DEL03,39.0,4.1,12.310972,76.659264,12.340972,76.689264,09-03-2022,19:55,20:10,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,34,MYS
0x91dc,MYSRES03DEL01,21.0,4.9,12.299524,76.64262,12.409524,76.75262,10-03-2022,23:35,23:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,MYS
0x5665,HYDRES17DEL02,33.0,4.2,17.451976,78.385883,17.581976,78.515883,27-03-2022,19:20,19:25,Windy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,HYD
0x7fca,CHENRES01DEL03,23.0,4.9,13.005801,80.250744,13.035801,80.280744,09-03-2022,21:45,21:50,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,CHE
0x8941,COIMBRES15DEL03,28.0,4.9,11.006686,76.951736,11.036686,76.981736,17-03-2022,21:35,21:40,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,COI
0x9535,HYDRES05DEL01,38.0,4.9,17.433809,78.386744,17.473809,78.426744,28-03-2022,13:35,13:40,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,28,HYD
0x3c69,COIMBRES20DEL02,36.0,4.7,10.994136,76.963303,11.044136,77.013303,19-03-2022,22:50,22:55,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,COI
0x5945,CHENRES19DEL01,38.0,4.6,12.986047,80.218114,13.026047,80.258114,28-03-2022,15:40,15:55,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,CHE
0xae07,HYDRES02DEL01,38.0,4.7,17.41233,78.449654,17.42233,78.459654,03-04-2022,11:35,11:45,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,26,HYD
0x7cd4,MYSRES19DEL01,29.0,4.9,12.334022,76.618203,12.344022,76.628203,09-03-2022,11:50,12:05,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,18,MYS
0x8262,MYSRES17DEL01,22.0,4.9,12.326356,76.619103,12.336356,76.629103,26-03-2022,10:30,10:40,Sandstorms,Low,1,Snack,scooter,,No,Metropolitian,19,MYS
0x4225,COIMBRES03DEL03,28.0,4.6,11.025083,77.015393,11.115083,77.105393,27-03-2022,18:30,18:45,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,COI
0x2b0a,HYDRES09DEL02,33.0,4.9,17.431668,78.408321,17.511668,78.488321,25-03-2022,0.958333333,23:15,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,HYD
0x844b,MYSRES01DEL01,23.0,4.9,12.311072,76.654878,12.351072,76.694878,11-03-2022,14:20,14:25,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,12,MYS
0xb3ae,MYSRES13DEL02,30.0,4.1,12.310972,76.659264,12.330972,76.679264,26-03-2022,08:40,08:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,MYS
0x3a27,CHENRES09DEL03,30.0,4.6,13.044694,80.26147,13.074694,80.29147,09-03-2022,21:20,21:35,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,CHE
0x9c2e,HYDRES010DEL02,26.0,5.0,17.428294,78.404423,17.558294,78.534423,10-03-2022,22:10,22:25,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,HYD
0x6246,MYSRES16DEL01,26.0,4.9,12.316967,76.603067,12.386967,76.673067,02-04-2022,20:25,20:40,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37,MYS
0x7a99,HYDRES17DEL03,36.0,4.9,17.451976,78.385883,17.511976,78.445883,15-03-2022,17:45,17:55,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19,HYD
0x5bb3,HYDRES12DEL02,27.0,4.4,17.429585,78.392621,17.509585,78.472621,27-03-2022,20:25,20:40,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,36,HYD
0xb310,BANGRES05DEL03,31.0,4.9,12.970324,77.645748,13.030324,77.705748,01-04-2022,17:55,18:05,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,BAN
0x5652,CHENRES07DEL02,31.0,4.2,13.081878,80.248519,13.161878,80.328519,23-03-2022,0.833333333,20:05,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,CHE
0x20f7,BANGRES18DEL01,37.0,4.4,12.913041,77.683237,12.953041,77.723237,19-03-2022,13:50,13:55,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,42,BAN
0x84eb,CHENRES16DEL03,29.0,4.9,13.049645,80.242268,13.079645,80.272268,24-03-2022,17:45,0.75,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,14,CHE
0xb2b0,MYSRES14DEL01,24.0,4.8,0.0,0.0,0.11,0.11,08-03-2022,18:40,18:55,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,MYS
0x6bb5,MYSRES06DEL03,31.0,4.8,12.323994,76.626167,12.353994,76.656167,03-04-2022,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,MYS
0xbb0f,MYSRES04DEL01,32.0,4.3,12.3085,76.665808,12.3485,76.705808,28-03-2022,13:40,13:55,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,MYS
0x615a,MYSRES14DEL02,29.0,4.5,0.0,0.0,0.02,0.02,03-03-2022,08:20,08:30,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,MYS
0x892e,HYDRES05DEL03,30.0,4.6,17.433809,78.386744,17.493809,78.446744,11-03-2022,17:30,17:45,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,HYD
0xab40,COIMBRES18DEL02,22.0,4.2,11.02091,76.940432,11.07091,76.990432,05-04-2022,23:20,23:35,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,COI
0xb034,MYSRES13DEL03,31.0,4.3,12.310972,76.659264,12.400972,76.749264,16-03-2022,20:45,0.875,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,48,MYS
0xa0d2,MYSRES11DEL02,39.0,4.6,12.323225,76.630028,12.403225,76.710028,06-04-2022,22:50,0.958333333,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,MYS
0xa5e2,BANGRES19DEL01,25.0,4.5,12.914264,77.6784,12.954264,77.7184,03-04-2022,0.583333333,14:05,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,BAN
0x8e5e,COIMBRES01DEL01,33.0,4.7,11.016298,76.972076,11.056298,77.012076,30-03-2022,16:45,16:55,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,COI
0x1a4b,MYSRES08DEL01,29.0,5.0,12.297954,76.665169,12.337954,76.705169,01-04-2022,16:20,16:35,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20,MYS
0xae67,CHENRES13DEL03,27.0,4.6,13.027018,80.254791,13.057018,80.284791,07-03-2022,19:30,19:35,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,CHE
0x193d,MYSRES16DEL02,32.0,4.8,12.316967,76.603067,12.446967,76.733067,06-03-2022,19:35,19:40,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,MYS
0x6d42,BANGRES15DEL01,33.0,5.0,12.975377,77.696664,12.985377,77.706664,17-03-2022,11:50,12:05,Sandstorms,High,0,Buffet,motorcycle,0.0,Yes,Metropolitian,47,BAN
0xb0a,COIMBRES11DEL01,23.0,4.9,11.001753,76.986241,11.011753,76.996241,01-03-2022,0.458333333,11:10,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,COI
0x6a5c,BANGRES09DEL03,30.0,4.0,12.934179,77.615797,12.964179,77.645797,17-03-2022,17:30,17:40,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,BAN
0x9740,MYSRES01DEL01,30.0,4.8,12.311072,76.654878,12.421072,76.764878,29-03-2022,0.958333333,23:05,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,MYS
