ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code
0x3b68,RANCHIRES17DEL02,21.0,4.4,23.374878,85.335739,23.424878,85.385739,05-04-2022,23:20,23:25,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,RAN
0xd196,ALHRES04DEL03,35.0,4.9,0.0,0.0,0.06,0.06,15-02-2022,21:25,21:40,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,ALH
0xe1cf,LUDHRES20DEL02,30.0,4.7,30.885915,75.788259,30.905915,75.808259,11-02-2022,11:15,11:30,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,27,LUD
0xbf6d,DEHRES02DEL03,37.0,4.9,0.0,0.0,0.09,0.09,16-02-2022,17:10,17:15,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,DEH
0x11b5,INDORES13DEL02,26.0,4.6,22.745049,75.892471,22.765049,75.912471,21-03-2022,10:40,10:45,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,IND
0x9de9,JAPRES02DEL02,32.0,3.8,26.914142,75.805704,26.994142,75.885704,06-03-2022,22:40,22:50,Cloudy,Low,1,Meal,scooter,2.0,No,Metropolitian,35,JAP
0xe01d,LUDHRES11DEL01,25.0,4.6,30.893081,75.821495,30.933081,75.861495,17-02-2022,0.625,15:15,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,19,LUD
0x2175,RANCHIRES05DEL03,25.0,4.6,23.355164,85.324097,23.415164,85.384097,19-03-2022,23:15,23:25,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,RAN
0xdd4f,KOLRES01DEL02,38.0,4.9,22.514688,88.393294,22.534688,88.413294,11-02-2022,11:40,11:50,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,17,KOL
0x5cfe,INDORES19DEL02,37.0,4.8,22.745536,75.893106,22.825536,75.973106,31-03-2022,0.916666667,22:05,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,IND
0x1af1,RANCHIRES01DEL02,27.0,4.8,23.416792,85.316842,23.496792,85.396842,04-03-2022,20:40,20:50,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,RAN
0x4c59,JAPRES15DEL01,25.0,2.7,26.891191,75.802083,27.001191,75.912083,10-03-2022,23:55,24:05:00,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,37,JAP
0x62c,JAPRES02DEL01,30.0,4.6337736972250205,-26.914142,75.805704,27.024142,75.915704,20-03-2022,,21:30,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,JAP
0xcd11,KNPRES19DEL01,34.0,4.3,26.49095,80.318656,26.50095,80.328656,15-02-2022,0.416666667,10:15,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,KNP
0x85ec,INDORES03DEL01,24.0,4.8,22.751857,75.866699,22.821857,75.936699,06-04-2022,19:15,19:20,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,IND
0xc5f2,LUDHRES08DEL02,36.0,4.8,30.899992,75.831338,30.949992,75.881338,17-02-2022,20:40,20:45,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,LUD
0xd9ea,BHPRES010DEL03,38.0,4.9,23.266261,77.379605,23.296261,77.409605,17-02-2022,0.875,21:05,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,BHP
0xc91e,LUDHRES05DEL02,24.0,4.8,30.905562,75.832841,30.985562,75.912841,16-02-2022,17:10,17:25,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,15,LUD
0x9af,RANCHIRES12DEL03,20.0,4.9,0.0,0.0,0.09,0.09,04-03-2022,20:25,20:40,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24,RAN
0x4013,JAPRES02DEL02,24.0,4.5,26.914142,75.805704,26.994142,75.885704,06-04-2022,22:35,22:50,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,13,JAP
0x962e,RANCHIRES19DEL01,38.0,4.4,23.333017,85.3172,23.403017,85.3872,31-03-2022,17:40,17:50,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,RAN
0xca86,DEHRES17DEL02,33.0,4.9,30.327968,78.046106,30.377968,78.096106,11-02-2022,21:45,21:50,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,DEH
0xdbc,INDORES15DEL01,20.0,4.7,22.760072,75.892574,22.770072,75.902574,03-04-2022,11:10,11:25,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,27,IND
0xcc09,KNPRES11DEL03,38.0,4.8,26.474986,80.342796,26.534986,80.402796,13-02-2022,19:15,19:20,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,KNP
0x2445,INDORES15DEL03,36.0,4.8,22.760072,75.892574,22.790072,75.922574,05-03-2022,17:35,17:50,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,IND
0x76af,RANCHIRES14DEL02,37.0,4.7,0.0,0.0,0.02,0.02,01-03-2022,10:25,10:35,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,19,RAN
0x7fc8,RANCHIRES03DEL01,25.0,4.6,0.0,0.0,0.11,0.11,16-03-2022,0.75,18:15,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,RAN
0x780d,RANCHIRES15DEL02,24.0,4.6,23.369746,85.33982,23.499746,85.46982,20-03-2022,19:45,19:50,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,RAN
0xd8fd,KOLRES12DEL03,24.0,4.9,22.551084,88.354127,22.611084,88.414127,17-02-2022,19:35,19:50,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,28,KOL
0xb31b,JAPRES16DEL03,28.0,4.5,26.849596,75.800512,26.939596,75.890512,16-03-2022,19:10,19:25,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,JAP
0x8bf5,RANCHIRES010DEL03,22.0,4.6,23.354422,85.3329,23.444422,85.4229,06-04-2022,21:20,21:30,Windy,Jam,2,Meal,scooter,,No,Metropolitian,29,RAN
0xbe9f,RANCHIRES010DEL02,24.0,4.6,23.354422,85.3329,23.484422,85.4629,06-04-2022,20:40,20:50,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,20,RAN
0xd6fb,KNPRES14DEL01,21.0,4.3,26.463504,80.372929,26.503504,80.412929,13-02-2022,12:45,12:50,Fog,High,2,Meal,motorcycle,0.0,No,Metropolitian,33,KNP
0xc594,AGRRES17DEL03,26.0,4.5,27.157772,78.04725,27.297772,78.18725,18-02-2022,17:50,17:55,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,AGR
0x812,JAPRES09DEL01,30.0,4.6337736972250205,26.911378,75.789034,26.921378,75.799034,24-03-2022,,09:45,,Unknown,3,Buffet,bicycle,1.0,No,Metropolitian,13,JAP
0x8ba7,JAPRES07DEL01,24.0,4.8,26.766536,75.837333,26.776536,75.847333,28-03-2022,09:35,09:50,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,JAP
0xdb9c,BHPRES09DEL01,24.0,4.8,0.0,0.0,0.07,0.07,18-02-2022,18:15,18:25,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,32,BHP
0x428c,INDORES19DEL01,28.0,4.6,22.745536,75.893106,22.785536,75.933106,13-03-2022,16:20,16:25,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,10,IND
0xd3b9,DEHRES11DEL03,22.0,4.9,0.0,0.0,0.03,0.03,11-02-2022,23:35,23:50,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,DEH
0x5a5e,RANCHIRES09DEL01,35.0,4.1,23.351058,85.325731,23.421058,85.395731,14-03-2022,18:10,18:25,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,RAN
0x185e,INDORES07DEL01,38.0,4.5,22.722634,75.886959,22.792634,75.956959,23-03-2022,20:45,0.875,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,IND
0xd250,DEHRES07DEL03,31.0,4.9,30.362686,78.06889,30.502686,78.20889,14-02-2022,19:10,19:15,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,DEH
0xa87a,JAPRES08DEL02,20.0,4.7,26.910262,75.783013,27.040262,75.913013,02-04-2022,21:20,21:35,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,JAP
0xd6e6,KOLRES05DEL03,23.0,4.8,22.527893,88.368628,22.557893,88.398628,17-02-2022,18:55,0.791666667,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17,KOL
0x97d2,JAPRES11DEL02,30.0,4.8,26.90294,75.793007,26.98294,75.873007,18-03-2022,22:35,22:40,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,27,JAP
0xc64a,ALHRES16DEL03,36.0,4.5,25.450377,81.834236,25.480377,81.864236,17-02-2022,20:35,20:40,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,ALH
0x3e75,RANCHIRES07DEL03,35.0,4.8,23.359407,85.325055,23.419407,85.385055,05-03-2022,21:45,21:50,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,RAN
0xd201,KOLRES11DEL02,27.0,4.5,22.577821,88.400581,22.707821,88.530581,18-02-2022,18:15,18:25,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,KOL
0x7f6c,RANCHIRES14DEL02,33.0,3.8,0.0,0.0,0.08,0.08,29-03-2022,1,24:10:00,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,37,RAN
0x68d8,RANCHIRES12DEL01,39.0,4.7,0.0,0.0,0.04,0.04,01-04-2022,16:55,17:10,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,29,RAN
0x6b52,RANCHIRES08DEL01,38.0,4.7,23.353783,85.326967,23.363783,85.336967,15-03-2022,11:20,11:30,Fog,High,1,Meal,scooter,2.0,Yes,Metropolitian,39,RAN
0xb48e,RANCHIRES04DEL01,36.0,3.7,23.359033,85.325347,23.429033,85.395347,29-03-2022,17:20,17:25,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,33,RAN
0x43b8,INDORES20DEL03,31.0,4.9,22.732225,75.874765,22.822225,75.964765,08-03-2022,23:15,23:25,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,IND
0xc2a3,DEHRES18DEL01,39.0,4.6,0.0,0.0,0.04,0.04,11-02-2022,12:10,12:15,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,26,DEH
0x44aa,INDORES15DEL02,36.0,4.8,22.760072,75.892574,22.890072,76.022574,16-03-2022,22:40,22:55,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,IND
0xdd39,DEHRES07DEL03,28.0,4.8,30.362686,78.06889,30.392686,78.09889,11-02-2022,22:40,22:45,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,DEH
0x34a9,INDORES16DEL03,33.0,4.9,22.744648,75.894377,22.834648,75.984377,06-04-2022,23:15,23:20,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,IND
0xcd3c,ALHRES17DEL03,21.0,5.0,25.45235,81.841889,25.51235,81.901889,13-02-2022,19:30,19:45,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,ALH
0xa858,JAPRES12DEL01,30.0,4.7,26.902908,75.792934,26.942908,75.832934,01-03-2022,16:50,17:05,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,15,JAP
0xc69b,AGRRES14DEL02,23.0,4.2,27.16185,78.040165,27.24185,78.120165,16-02-2022,18:45,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,AGR
0xe0c3,LUDHRES03DEL03,29.0,4.8,30.88722,75.804893,30.91722,75.834893,17-02-2022,19:25,19:35,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,,Metropolitian,11,LUD
0xc280,KOLRES04DEL03,27.0,4.7,22.538731,88.364878,22.568731,88.394878,11-02-2022,22:55,0.958333333,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,KOL
0xe1f3,BHPRES08DEL01,30.0,4.6,23.232537,77.429845,23.302537,77.499845,16-02-2022,23:35,23:40,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,BHP
0xd9f0,DEHRES11DEL01,21.0,4.7,0.0,0.0,0.04,0.04,11-02-2022,0.541666667,13:05,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,30,DEH
0x911b,JAPRES03DEL02,37.0,4.8,26.913483,75.803139,26.993483,75.883139,08-03-2022,20:55,21:05,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,JAP
0x114d,JAPRES010DEL03,30.0,4.6337736972250205,26.921411,75.793604,26.951411,75.823604,28-03-2022,,17:20,,Unknown,0,Snack,motorcycle,0.0,No,Metropolitian,36,JAP
0xc25d,AGRRES20DEL03,22.0,4.1,27.158822,78.045359,27.248822,78.135359,18-02-2022,20:50,21:05,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,AGR
0x1716,INDORES13DEL02,23.0,4.6,22.745049,75.892471,22.765049,75.912471,13-03-2022,09:50,0.416666667,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,IND
0x51f3,RANCHIRES16DEL02,28.0,4.5,23.371292,85.327872,23.421292,85.377872,26-03-2022,19:50,20:05,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,RAN
0xad40,INDORES05DEL01,33.0,4.9,22.727021,75.884167,22.737021,75.894167,11-03-2022,09:55,10:10,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,IND
0xc176,DEHRES20DEL01,24.0,4.9,0.0,0.0,0.04,0.04,13-02-2022,12:20,12:35,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,24,DEH
0x31fe,INDORES11DEL03,25.0,4.7,22.751234,75.88949,22.841234,75.97949,18-03-2022,20:15,20:30,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,IND
0x9528,RANCHIRES16DEL03,36.0,4.2,23.371292,85.327872,23.431292,85.387872,28-03-2022,20:25,20:35,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,RAN
0xb2b3,RANCHIRES06DEL03,32.0,4.7,23.357804,85.325146,23.387804,85.355146,26-03-2022,17:20,17:30,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,RAN
0x7ec,RANCHIRES18DEL02,39.0,4.6,23.351489,85.324253,23.481489,85.454253,18-03-2022,18:35,18:45,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,RAN
0xcf5c,AGRRES09DEL03,26.0,4.6,0.0,0.0,0.03,0.03,13-02-2022,17:30,17:40,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,12,AGR
0xc798,DEHRES14DEL02,20.0,4.8,30.319528,78.040267,30.449528,78.170267,12-02-2022,18:10,18:15,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,33,DEH
0xd4c6,ALHRES06DEL01,20.0,3.5,0.0,0.0,0.11,0.11,12-02-2022,22:10,22:20,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,35,ALH
0x369f,JAPRES04DEL03,33.0,4.7,26.902328,75.794257,26.932328,75.824257,19-03-2022,17:15,17:30,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,JAP
0xcf84,KNPRES14DEL02,37.0,4.6,26.463504,80.372929,26.513504,80.422929,15-02-2022,19:20,19:35,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,KNP
0xc067,BHPRES13DEL02,39.0,4.5,-23.230791,77.43702,23.250791,77.45702,13-02-2022,09:15,09:20,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,BHP
0x8a46,RANCHIRES20DEL03,28.0,4.9,23.39925,85.390464,23.48925,85.480464,12-03-2022,17:55,0.75,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,18,RAN
0x4680,JAPRES04DEL01,33.0,4.8,26.902328,75.794257,27.012328,75.904257,10-03-2022,20:55,21:05,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,48,JAP
0x7945,INDORES18DEL01,22.0,5.0,22.753839,75.897429,22.823839,75.967429,10-03-2022,20:35,20:40,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,IND
0xc353,BHPRES09DEL01,30.0,4.9,0.0,0.0,0.01,0.01,17-02-2022,09:50,10:05,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,BHP
0x3fdb,INDORES20DEL01,27.0,5.0,22.732225,75.874765,22.802225,75.944765,18-03-2022,21:45,21:50,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,37,IND
0xc2b6,BHPRES16DEL02,34.0,4.1,23.264015,77.408236,23.314015,77.458236,15-02-2022,23:50,24:05:00,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,BHP
0x75b3,JAPRES010DEL02,27.0,4.6,26.921411,75.793604,26.941411,75.813604,19-03-2022,09:20,09:30,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,JAP
0x9ec,RANCHIRES09DEL02,30.0,4.5,23.351058,85.325731,23.481058,85.455731,06-03-2022,20:10,20:20,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,47,RAN
0xf76,JAPRES08DEL03,31.0,4.8,26.910262,75.783013,26.940262,75.813013,11-03-2022,20:55,21:10,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,33,JAP
0x4ac0,RANCHIRES14DEL02,38.0,4.9,0.0,0.0,0.13,0.13,06-03-2022,0.958333333,23:10,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,RAN
0x331d,INDORES02DEL02,36.0,4.9,22.651847,75.881991,22.701847,75.931991,21-03-2022,19:30,19:35,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,IND
0x74a1,RANCHIRES09DEL01,33.0,4.8,23.351058,85.325731,23.421058,85.395731,04-04-2022,20:25,20:30,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,46,RAN
0xd605,LUDHRES010DEL02,39.0,3.5,30.89286,75.822199,31.02286,75.952199,16-02-2022,17:25,17:40,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,LUD
0xccb8,DEHRES04DEL01,38.0,4.8,30.340722,78.060221,30.450722,78.170221,14-02-2022,20:35,20:50,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,DEH
0x79d4,JAPRES11DEL01,27.0,4.8,26.90294,75.793007,26.91294,75.803007,01-03-2022,0.458333333,11:15,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,JAP
0x93c5,RANCHIRES20DEL03,25.0,4.7,23.39925,85.390464,23.48925,85.480464,08-03-2022,23:55,24:10:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,RAN
0xd4ad,AGRRES18DEL02,29.0,4.7,27.161694,78.034714,27.241694,78.114714,18-02-2022,21:30,21:35,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,AGR
0x9b0d,RANCHIRES02DEL01,29.0,4.4,0.0,0.0,0.04,0.04,05-03-2022,13:55,14:10,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,38,RAN
0xdee5,KNPRES15DEL01,34.0,4.9,26.482419,80.320939,26.522419,80.360939,15-02-2022,15:25,15:30,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,15,KNP
0x532c,JAPRES13DEL02,31.0,3.5,26.846156,75.8023,26.926156,75.8823,31-03-2022,17:30,17:40,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,37,JAP
0x2c3b,JAPRES01DEL02,36.0,4.3,26.90519,75.810753,26.95519,75.860753,19-03-2022,17:15,17:30,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,JAP
0x7b2a,JAPRES02DEL02,38.0,4.8,26.914142,75.805704,26.934142,75.825704,05-03-2022,10:55,0.458333333,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,JAP
0x51e2,JAPRES18DEL03,31.0,4.7,26.913987,75.752891,27.053987,75.892891,08-03-2022,23:25,23:40,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,JAP
0xc3bb,KOLRES04DEL02,31.0,4.7,22.538731,88.364878,22.588731,88.414878,15-02-2022,19:15,19:25,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,KOL
0xde31,AGRRES11DEL02,37.0,4.9,27.163303,78.057044,27.213303,78.107044,15-02-2022,21:40,21:50,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,AGR
0x6823,RANCHIRES13DEL02,32.0,4.8,23.374989,85.335486,23.424989,85.385486,21-03-2022,22:35,22:40,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,RAN
0x3e92,RANCHIRES05DEL03,26.0,4.7,23.355164,85.324097,23.415164,85.384097,21-03-2022,21:45,21:50,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33,RAN
0x4cf4,RANCHIRES06DEL01,26.0,4.7,23.357804,85.325146,23.467804,85.435146,23-03-2022,20:25,20:40,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,RAN
0x660d,JAPRES14DEL02,21.0,4.7,26.88842,75.800689,27.01842,75.930689,12-03-2022,20:50,21:05,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,JAP
0x878a,RANCHIRES010DEL02,36.0,4.5,23.354422,85.3329,23.484422,85.4629,16-03-2022,20:15,20:25,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,RAN
0xc6d8,AGRRES05DEL02,31.0,4.8,27.201725,78.007553,27.331725,78.137553,12-02-2022,20:40,20:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,AGR
0x5787,INDORES08DEL02,27.0,5.0,22.725748,75.898497,22.745748,75.918497,03-04-2022,08:35,08:40,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,16,IND
0x6fe,INDORES15DEL01,30.0,4.6337736972250205,22.760072,75.892574,22.830072,75.962574,29-03-2022,,19:55,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,49,IND
0xe059,KNPRES13DEL03,39.0,4.6,26.481547,80.299775,26.621547,80.439775,16-02-2022,1,24:15:00,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,KNP
0xa787,JAPRES08DEL01,27.0,4.7,26.910262,75.783013,27.020262,75.893013,16-03-2022,19:15,19:25,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,JAP
0x3245,RANCHIRES16DEL03,21.0,4.1,23.371292,85.327872,23.461292,85.417872,29-03-2022,18:20,18:35,Fog,Medium,2,Drinks,scooter,2.0,No,Metropolitian,32,RAN
0xbcfb,INDORES05DEL03,31.0,5.0,22.727021,75.884167,22.757021,75.914167,30-03-2022,19:10,19:25,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,IND
0x48cf,JAPRES04DEL03,20.0,4.6,26.902328,75.794257,26.992328,75.884257,02-04-2022,19:35,19:50,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,JAP
0xbf39,BHPRES12DEL01,30.0,4.6337736972250205,0.0,0.0,0.04,0.04,13-02-2022,,12:50,,Unknown,3,Buffet,bicycle,1.0,No,Metropolitian,47,BHP
0xfe5,RANCHIRES13DEL01,38.0,4.7,23.374989,85.335486,23.414989,85.375486,05-03-2022,13:30,13:40,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,29,RAN
0x50ba,JAPRES18DEL02,39.0,4.8,26.913987,75.752891,26.933987,75.772891,24-03-2022,0.458333333,11:05,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,JAP
0x88bd,JAPRES05DEL02,31.0,4.7,26.905287,75.794592,27.035287,75.924592,02-03-2022,20:50,20:55,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,JAP
0x7442,JAPRES04DEL02,39.0,5.0,26.902328,75.794257,26.952328,75.844257,05-04-2022,18:55,19:05,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,JAP
0xc061,KOLRES16DEL01,25.0,4.0,-22.539129,88.365507,22.549129,88.375507,15-02-2022,09:25,09:30,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,KOL
0x8d17,JAPRES15DEL02,25.0,4.8,26.891191,75.802083,26.971191,75.882083,14-03-2022,22:55,23:10,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,JAP
0xa89a,INDORES19DEL01,33.0,4.8,22.745536,75.893106,22.815536,75.963106,29-03-2022,22:45,0.958333333,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,28,IND
0xc3de,ALHRES20DEL01,26.0,4.9,25.454697,81.834492,25.564697,81.944492,14-02-2022,20:50,21:05,Sunny,Jam,1,Snack,motorcycle,,No,Metropolitian,17,ALH
0x23b5,RANCHIRES13DEL01,36.0,4.0,23.374989,85.335486,23.414989,85.375486,11-03-2022,15:35,15:45,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,33,RAN
0x9223,JAPRES12DEL01,39.0,4.7,26.902908,75.792934,26.942908,75.832934,09-03-2022,14:55,15:10,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,39,JAP
0xb67b,INDORES13DEL01,31.0,4.6,22.745049,75.892471,22.755049,75.902471,19-03-2022,0.5,12:05,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,28,IND
0x1a0d,RANCHIRES08DEL01,26.0,4.8,23.353783,85.326967,23.393783,85.366967,05-03-2022,14:55,0.625,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,12,RAN
0x6518,INDORES05DEL03,38.0,4.8,22.727021,75.884167,22.817021,75.974167,10-03-2022,21:30,21:35,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,IND
0xe0bc,BHPRES05DEL01,38.0,4.6,23.214459,77.434976,23.324459,77.544976,12-02-2022,20:20,20:30,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,BHP
0x5b72,INDORES03DEL01,21.0,4.5,22.751857,75.866699,22.791857,75.906699,15-03-2022,12:30,12:45,Sunny,High,0,Snack,motorcycle,2.0,Yes,Metropolitian,52,IND
0xa528,RANCHIRES07DEL01,28.0,4.6,23.359407,85.325055,23.429407,85.395055,06-03-2022,23:40,23:45,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,RAN
0x9341,JAPRES09DEL02,34.0,4.7,26.911378,75.789034,26.961378,75.839034,07-03-2022,17:50,17:55,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,JAP
0xa527,INDORES14DEL01,32.0,4.2,22.761593,75.886362,22.801593,75.926362,13-03-2022,0.541666667,13:10,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,32,IND
0x8679,JAPRES010DEL02,31.0,4.9,26.921411,75.793604,27.051411,75.923604,08-03-2022,22:55,0.958333333,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,JAP
